"claim_id","claim_date","order_id","device_id","issue_type","severity","warranty_approved","replacement_ship_days","notes","order_id_clean","device_id_clean","claim_dt","is_order_prefix_bad"
CLM-650078106,"2024-09-09",OR-8079179,DEV-8372653557,Connectivity,low,1.0,5.0,no fault found,OR-8079179,dev-8372653557,2024-09-09 00:00:00.000,1
CLM-594367605,"2025-08-19",ORD-3030490,DEV-4717950116,Overheating,med,,5.0,no fault found,ORD-3030490,dev-4717950116,2025-08-19 00:00:00.000,0
CLM-433977387,"2025-10-30",ORD-6040297,DEV-7394835644,Software,high,1.0,10.0,customer reports intermittent issue,ORD-6040297,dev-7394835644,2025-10-30 00:00:00.000,0
CLM-392499954,"2024-04-21",ORD-7750460,DEV-8343011815,Sound Distortion,low,1.0,5.0,repeat failure,ORD-7750460,dev-8343011815,2024-04-21 00:00:00.000,0
CLM-198786960,"2025-08-10",ORD-5614128,DEV-6199479538,Connectivity,med,1.0,2.0,customer reports intermittent issue,ORD-5614128,dev-6199479538,2025-08-10 00:00:00.000,0
CLM-716596837,"2024-01-24",ORD-5371857,DEV-5436384177,Overheating,high,1.0,,repeat failure,ORD-5371857,dev-5436384177,2024-01-24 00:00:00.000,0
CLM-916876622,"2024-03-26",ORD-3388315,DEV-6235708199,Software,high,1.0,3.0,no fault found,ORD-3388315,dev-6235708199,2024-03-26 00:00:00.000,0
CLM-334094058,"2025-10-21",ORD-5545652,DEV-3287289954,,low,1.0,7.0,,ORD-5545652,dev-3287289954,2025-10-21 00:00:00.000,0
CLM-166173903,"2024-07-15",ORD-5279194,DEV-7545482819,Connectivity,med,1.0,2.0,customer reports intermittent issue,ORD-5279194,dev-7545482819,2024-07-15 00:00:00.000,0
CLM-762643199,"2024-08-07",ORD-3151427,DEV-4306064478,Software,low,0.0,5.0,,ORD-3151427,dev-4306064478,2024-08-07 00:00:00.000,0
CLM-457919112,"2025-11-26",ORD-2805421,DEV-4770521693,Sound Distortion,med,1.0,10.0,needs firmware,ORD-2805421,dev-4770521693,2025-11-26 00:00:00.000,0
CLM-324767753,"2025-04-23",ORD-6954749,DEV-9145297996,Battery,low,0.0,3.0,customer reports intermittent issue,ORD-6954749,dev-9145297996,2025-04-23 00:00:00.000,0
CLM-261847512,"2024-07-05",ORD-7305351,,Sound Distortion,med,0.0,10.0,no fault found,ORD-7305351,,2024-07-05 00:00:00.000,0
CLM-766369461,"2024-04-23",ORD-9193220,DEV-8394876169,Overheating,high,1.0,2.0,,ORD-9193220,dev-8394876169,2024-04-23 00:00:00.000,0
CLM-766993457,"2025-09-20",ORD-4879573,DEV-1193392866,Overheating,high,1.0,3.0,customer reports intermittent issue,ORD-4879573,dev-1193392866,2025-09-20 00:00:00.000,0
CLM-200779448,"2025-06-18",ORD-1337395,DEV-2933692925,,high,1.0,5.0,customer reports intermittent issue,ORD-1337395,dev-2933692925,2025-06-18 00:00:00.000,0
CLM-143913644,"10/25/2025",ORD-3209411,DEV-6040405160,Connectivity,high,0.0,3.0,repeat failure,ORD-3209411,dev-6040405160,2025-10-25 00:00:00.000,0
CLM-437797070,"2024-11-25",ORD-5517311,DEV-3967293615,Overheating,high,1.0,7.0,customer reports intermittent issue,ORD-5517311,dev-3967293615,2024-11-25 00:00:00.000,0
CLM-549708019,"2024-11-19",ORD-7066654,,,med,0.0,2.0,customer reports intermittent issue,ORD-7066654,,2024-11-19 00:00:00.000,0
CLM-683300734,"2024-12-10",ORD-4267215,DEV-2579162223,Physical Damage,low,1.0,2.0,needs firmware,ORD-4267215,dev-2579162223,2024-12-10 00:00:00.000,0
CLM-297215990,"2025-09-15",ORD-7976958,DEV-2461943254,Physical Damage,med,1.0,3.0,no fault found,ORD-7976958,dev-2461943254,2025-09-15 00:00:00.000,0
CLM-261986579,"2025-07-02",ORD-3486503,DEV-1098246042,Software,low,1.0,5.0,,ORD-3486503,dev-1098246042,2025-07-02 00:00:00.000,0
CLM-125633472,"2024-12-12",ORD-2578261,DEV-6084517857,Software,high,1.0,5.0,customer reports intermittent issue,ORD-2578261,dev-6084517857,2024-12-12 00:00:00.000,0
CLM-868810633,"2024-07-23",ORD-8369918,DEV-5634542047,Overheating,high,1.0,5.0,,ORD-8369918,dev-5634542047,2024-07-23 00:00:00.000,0
CLM-134450578,"2024-01-07",ORD-6811247,DEV-7023755059,Physical Damage,high,1.0,5.0,no fault found,ORD-6811247,dev-7023755059,2024-01-07 00:00:00.000,0
CLM-797547935,"2024-08-11",ORD-1058379,DEV-8482964091,Connectivity,med,1.0,5.0,no fault found,ORD-1058379,dev-8482964091,2024-08-11 00:00:00.000,0
CLM-273173477,"2024-01-27",ORD-9246839,DEV-7997333666,Mic issues,low,1.0,3.0,repeat failure,ORD-9246839,dev-7997333666,2024-01-27 00:00:00.000,0
CLM-164937442,"2025-02-26",ORD-9561622,DEV-3522605027,,low,0.0,3.0,customer reports intermittent issue,ORD-9561622,dev-3522605027,2025-02-26 00:00:00.000,0
CLM-420017061,"2025-10-24",ORD-6977912,DEV-2614476384,Software,med,1.0,7.0,needs firmware,ORD-6977912,dev-2614476384,2025-10-24 00:00:00.000,0
CLM-564873555,"2024-05-17",ORD-9659188,DEV-2415214981,Connectivity,med,0.0,2.0,customer reports intermittent issue,ORD-9659188,dev-2415214981,2024-05-17 00:00:00.000,0
CLM-189222233,"08/28/2024",ORD-5696830,DEV-1435648327,Sound Distortion,high,1.0,7.0,customer reports intermittent issue,ORD-5696830,dev-1435648327,2024-08-28 00:00:00.000,0
CLM-313641743,"2024-07-02",ORD-9848671,DEV-4250704106,Software,med,1.0,3.0,,ORD-9848671,dev-4250704106,2024-07-02 00:00:00.000,0
CLM-917951586,"2024-04-27",ORD-1132437,DEV-7360278175,Battery,low,1.0,2.0,repeat failure,ORD-1132437,dev-7360278175,2024-04-27 00:00:00.000,0
CLM-992595100,"2024-07-12",ORD-8968290,DEV-4847499965,Physical Damage,med,,3.0,,ORD-8968290,dev-4847499965,2024-07-12 00:00:00.000,0
CLM-286955774,"06/28/2024",ORD-7332449,DEV-3519487695,Connectivity,low,0.0,5.0,customer reports intermittent issue,ORD-7332449,dev-3519487695,2024-06-28 00:00:00.000,0
CLM-400935246,"2025-05-26",ORD-2402677,DEV-8196029286,Overheating,low,1.0,5.0,,ORD-2402677,dev-8196029286,2025-05-26 00:00:00.000,0
CLM-440013601,"2024-01-31",ORD-5898646,DEV-7118398585,Connectivity,low,1.0,3.0,,ORD-5898646,dev-7118398585,2024-01-31 00:00:00.000,0
CLM-360541716,"2025-07-18",ORD-4307909,,,low,1.0,5.0,repeat failure,ORD-4307909,,2025-07-18 00:00:00.000,0
CLM-880998419,"2025-05-03",ORD-3908388,DEV-1158247555,Battery,high,1.0,10.0,customer reports intermittent issue,ORD-3908388,dev-1158247555,2025-05-03 00:00:00.000,0
CLM-183012273,"2024-06-18",ORD-7090590,DEV-3925291545,Physical Damage,med,1.0,5.0,,ORD-7090590,dev-3925291545,2024-06-18 00:00:00.000,0
CLM-984581362,"2025-07-10",ORD-3156091,,Battery,low,0.0,10.0,customer reports intermittent issue,ORD-3156091,,2025-07-10 00:00:00.000,0
CLM-941739988,"2024-03-14",ORD-1995526,DEV-8887361156,Software,low,0.0,3.0,repeat failure,ORD-1995526,dev-8887361156,2024-03-14 00:00:00.000,0
CLM-965809569,"2025-11-25",ORD-9975270,DEV-6724495821,Connectivity,high,1.0,3.0,customer reports intermittent issue,ORD-9975270,dev-6724495821,2025-11-25 00:00:00.000,0
CLM-164285026,"2025-08-22",ORD-4135404,DEV-8837948360,Physical Damage,med,0.0,10.0,needs firmware,ORD-4135404,dev-8837948360,2025-08-22 00:00:00.000,0
CLM-545758472,"2025-12-20",ORD-1465727,DEV-7200287331,Overheating,low,1.0,3.0,needs firmware,ORD-1465727,dev-7200287331,2025-12-20 00:00:00.000,0
CLM-810675460,"2024-06-19",ORD-3233604,DEV-7324984427,Battery,med,1.0,7.0,needs firmware,ORD-3233604,dev-7324984427,2024-06-19 00:00:00.000,0
CLM-300878959,"12/17/2025",ORD-5053089,DEV-6692593653,Mic issues,high,1.0,,repeat failure,ORD-5053089,dev-6692593653,2025-12-17 00:00:00.000,0
CLM-859372180,"10/30/2024",ORD-3620694,DEV-6075646820,Mic issues,low,0.0,10.0,customer reports intermittent issue,ORD-3620694,dev-6075646820,2024-10-30 00:00:00.000,0
CLM-259208394,"06/22/2025",ORD-2560013,DEV-2335743785,Mic issues,med,1.0,7.0,customer reports intermittent issue,ORD-2560013,dev-2335743785,2025-06-22 00:00:00.000,0
CLM-759050601,"2024-09-30",ORD-6821965,DEV-7442038323,Software,critical,1.0,3.0,repeat failure,ORD-6821965,dev-7442038323,2024-09-30 00:00:00.000,0
CLM-111987090,"2025-09-14",OR-8888572,DEV-2401777577,Battery,high,1.0,3.0,repeat failure,OR-8888572,dev-2401777577,2025-09-14 00:00:00.000,1
CLM-845148895,"2024-09-04",ORD-2170916,DEV-3884603338,Connectivity,low,0.0,3.0,repeat failure,ORD-2170916,dev-3884603338,2024-09-04 00:00:00.000,0
CLM-488236511,"09/07/2025",OR-2486449,DEV-4417343701,Physical Damage,low,1.0,,no fault found,OR-2486449,dev-4417343701,2025-09-07 00:00:00.000,1
CLM-439298125,"2024-08-09",ORD-5382573,DEV-3960300781,,low,0.0,3.0,,ORD-5382573,dev-3960300781,2024-08-09 00:00:00.000,0
CLM-832985731,"2025-10-25",ORD-2011926,DEV-6416152703,,med,0.0,7.0,no fault found,ORD-2011926,dev-6416152703,2025-10-25 00:00:00.000,0
CLM-601225743,"2024-03-01",ORD-2883585,DEV-8158958884,Connectivity,low,0.0,3.0,customer reports intermittent issue,ORD-2883585,dev-8158958884,2024-03-01 00:00:00.000,0
CLM-380408513,"10/12/2024",ORD-6127488,DEV-2367769614,Battery,critical,1.0,7.0,customer reports intermittent issue,ORD-6127488,dev-2367769614,2024-10-12 00:00:00.000,0
CLM-300324513,"2024-04-29",ORD-3711763,DEV-2112296591,Sound Distortion,low,1.0,5.0,customer reports intermittent issue,ORD-3711763,dev-2112296591,2024-04-29 00:00:00.000,0
CLM-541271433,"2024-09-02",ORD-8342807,DEV-6629079804,Physical Damage,low,1.0,2.0,customer reports intermittent issue,ORD-8342807,dev-6629079804,2024-09-02 00:00:00.000,0
CLM-643118074,"2024-04-09",ORD-8886446,DEV-8410482041,Physical Damage,low,1.0,5.0,repeat failure,ORD-8886446,dev-8410482041,2024-04-09 00:00:00.000,0
CLM-585275300,"2024-01-24",ORD-9369352,DEV-1962705614,Battery,high,1.0,5.0,,ORD-9369352,dev-1962705614,2024-01-24 00:00:00.000,0
CLM-181012484,"2025-03-04",ORD-9059827,DEV-8837948360,Battery,med,1.0,2.0,no fault found,ORD-9059827,dev-8837948360,2025-03-04 00:00:00.000,0
CLM-568499084,"2024-12-04",ORD-6510049,DEV-3724253747,Connectivity,med,1.0,5.0,customer reports intermittent issue,ORD-6510049,dev-3724253747,2024-12-04 00:00:00.000,0
CLM-299726726,"2024-05-18",ORD-5551775,DEV-1695506654,Physical Damage,low,,5.0,no fault found,ORD-5551775,dev-1695506654,2024-05-18 00:00:00.000,0
CLM-840102147,"2025-03-05",ORD-4321682,DEV-6422668648,Physical Damage,low,1.0,5.0,repeat failure,ORD-4321682,dev-6422668648,2025-03-05 00:00:00.000,0
CLM-450960555,"2024-02-11",ORD-5368054,DEV-4825325266,Sound Distortion,low,1.0,7.0,repeat failure,ORD-5368054,dev-4825325266,2024-02-11 00:00:00.000,0
CLM-760124692,"2024-01-04",ORD-7241239,DEV-4942256494,Mic issues,med,1.0,,repeat failure,ORD-7241239,dev-4942256494,2024-01-04 00:00:00.000,0
CLM-285905635,"2025-06-01",ORD-6415191,DEV-6235708199,Battery,med,1.0,5.0,,ORD-6415191,dev-6235708199,2025-06-01 00:00:00.000,0
CLM-964623344,"2025-04-13",ORD-5112582,DEV-4715477780,Software,low,0.0,7.0,no fault found,ORD-5112582,dev-4715477780,2025-04-13 00:00:00.000,0
CLM-232450502,"2024-07-24",ORD-4513002,DEV-2715669638,Sound Distortion,low,1.0,3.0,customer reports intermittent issue,ORD-4513002,dev-2715669638,2024-07-24 00:00:00.000,0
CLM-658279203,"2024-08-01",ORD-5994866,DEV-4887286715,Battery,med,1.0,3.0,customer reports intermittent issue,ORD-5994866,dev-4887286715,2024-08-01 00:00:00.000,0
CLM-467926979,"2024-03-06",ORD-8886446,DEV-8970822691,Software,low,1.0,5.0,customer reports intermittent issue,ORD-8886446,dev-8970822691,2024-03-06 00:00:00.000,0
CLM-157442593,"2025-08-08",OR-9620556,DEV-8510691083,Software,high,1.0,7.0,needs firmware,OR-9620556,dev-8510691083,2025-08-08 00:00:00.000,1
CLM-117552781,"2024-02-08",ORD-7119185,DEV-1340838469,Battery,low,1.0,7.0,repeat failure,ORD-7119185,dev-1340838469,2024-02-08 00:00:00.000,0
CLM-122438084,"2024-02-11",ORD-9790844,DEV-1714264944,Physical Damage,,1.0,5.0,customer reports intermittent issue,ORD-9790844,dev-1714264944,2024-02-11 00:00:00.000,0
CLM-550951396,"2025-04-30",ORD-3682726,DEV-9729789661,Connectivity,high,1.0,,repeat failure,ORD-3682726,dev-9729789661,2025-04-30 00:00:00.000,0
CLM-535090152,"2024-11-22",ORD-3500175,DEV-8451562941,Overheating,high,0.0,7.0,customer reports intermittent issue,ORD-3500175,dev-8451562941,2024-11-22 00:00:00.000,0
CLM-985707442,"2024-04-12",ORD-8103944,DEV-8547136016,Sound Distortion,med,1.0,2.0,no fault found,ORD-8103944,dev-8547136016,2024-04-12 00:00:00.000,0
CLM-418520555,"2025-03-16",ORD-9177266,DEV-3263643138,Software,low,1.0,7.0,no fault found,ORD-9177266,dev-3263643138,2025-03-16 00:00:00.000,0
CLM-243506221,"2025-08-22",ORD-2771827,DEV-5267587298,Battery,med,1.0,5.0,customer reports intermittent issue,ORD-2771827,dev-5267587298,2025-08-22 00:00:00.000,0
CLM-770103448,"2025-04-22",ORD-9907824,DEV-2499199770,Connectivity,med,1.0,2.0,,ORD-9907824,dev-2499199770,2025-04-22 00:00:00.000,0
CLM-695411119,"2025-08-23",ORD-1160613,DEV-9838615613,Battery,med,0.0,5.0,no fault found,ORD-1160613,dev-9838615613,2025-08-23 00:00:00.000,0
CLM-144885125,"2025-11-03",ORD-6359995,DEV-8555581375,Battery,med,0.0,2.0,repeat failure,ORD-6359995,dev-8555581375,2025-11-03 00:00:00.000,0
CLM-595001293,"2025-05-24",ORD-8986645,DEV-4960279860,Physical Damage,med,1.0,5.0,,ORD-8986645,dev-4960279860,2025-05-24 00:00:00.000,0
CLM-626312756,"2024-04-09",ORD-5957377,DEV-4865928694,,low,1.0,7.0,repeat failure,ORD-5957377,dev-4865928694,2024-04-09 00:00:00.000,0
CLM-465939638,"2024-02-05",ORD-4976938,DEV-1891523421,Battery,low,1.0,5.0,,ORD-4976938,dev-1891523421,2024-02-05 00:00:00.000,0
CLM-928344360,"2024-05-18",ORD-7506063,DEV-5681954288,Software,med,1.0,,no fault found,ORD-7506063,dev-5681954288,2024-05-18 00:00:00.000,0
CLM-788253342,"2025-02-11",ORD-7696260,DEV-7343340741,Sound Distortion,high,1.0,10.0,,ORD-7696260,dev-7343340741,2025-02-11 00:00:00.000,0
CLM-114529443,"2025-11-03",ORD-7470330,DEV-9208900764,Overheating,high,1.0,10.0,repeat failure,ORD-7470330,dev-9208900764,2025-11-03 00:00:00.000,0
CLM-202469568,"2024-03-09",ORD-7174194,DEV-2722932755,Physical Damage,med,1.0,7.0,customer reports intermittent issue,ORD-7174194,dev-2722932755,2024-03-09 00:00:00.000,0
CLM-259073329,"2024-06-09",ORD-3996468,,Battery,med,1.0,,,ORD-3996468,,2024-06-09 00:00:00.000,0
CLM-712591728,"2024-10-18",ORD-9612312,DEV-1270849633,Physical Damage,med,1.0,7.0,repeat failure,ORD-9612312,dev-1270849633,2024-10-18 00:00:00.000,0
CLM-980693731,"2024-12-14",ORD-7311001,DEV-7524339177,Connectivity,med,1.0,,needs firmware,ORD-7311001,dev-7524339177,2024-12-14 00:00:00.000,0
CLM-299965387,"2025-04-05",ORD-7685097,DEV-7522587992,Battery,high,1.0,,customer reports intermittent issue,ORD-7685097,dev-7522587992,2025-04-05 00:00:00.000,0
CLM-301407130,"2024-03-18",ORD-8600502,DEV-8815534833,Overheating,med,1.0,10.0,,ORD-8600502,dev-8815534833,2024-03-18 00:00:00.000,0
CLM-464448724,"2024-05-17",ORD-9804337,DEV-9082021420,Connectivity,med,1.0,,no fault found,ORD-9804337,dev-9082021420,2024-05-17 00:00:00.000,0
CLM-933728286,"2024-07-17",ORD-6478705,DEV-9494440282,Connectivity,low,0.0,7.0,,ORD-6478705,dev-9494440282,2024-07-17 00:00:00.000,0
CLM-346026011,"2025-08-08",ORD-3853628,DEV-3035632030,Sound Distortion,low,1.0,,needs firmware,ORD-3853628,dev-3035632030,2025-08-08 00:00:00.000,0
CLM-698060270,"2024-12-24",ORD-9034861,DEV-8444621162,Mic issues,low,1.0,3.0,,ORD-9034861,dev-8444621162,2024-12-24 00:00:00.000,0
CLM-859810362,"2025-07-16",ORD-3031110,DEV-8635575583,Battery,med,1.0,5.0,no fault found,ORD-3031110,dev-8635575583,2025-07-16 00:00:00.000,0
CLM-396286140,"2024-01-14",ORD-4832066,DEV-1903215901,Connectivity,med,1.0,5.0,repeat failure,ORD-4832066,dev-1903215901,2024-01-14 00:00:00.000,0
CLM-971448439,"2024-02-27",ORD-5985178,DEV-3099158759,Software,med,1.0,5.0,repeat failure,ORD-5985178,dev-3099158759,2024-02-27 00:00:00.000,0
CLM-753595391,"2024-11-23",ORD-6432562,DEV-9196703652,Battery,high,1.0,7.0,,ORD-6432562,dev-9196703652,2024-11-23 00:00:00.000,0
CLM-385246306,"2024-04-13",ORD-6468494,DEV-1473184877,Battery,med,1.0,7.0,no fault found,ORD-6468494,dev-1473184877,2024-04-13 00:00:00.000,0
CLM-948660174,"2025-09-12",ORD-1173250,DEV-2620522955,Software,critical,0.0,5.0,customer reports intermittent issue,ORD-1173250,dev-2620522955,2025-09-12 00:00:00.000,0
CLM-755428449,"2025-06-20",ORD-9456986,DEV-4021124648,Physical Damage,med,,5.0,,ORD-9456986,dev-4021124648,2025-06-20 00:00:00.000,0
CLM-789455359,"2025-03-17",ORD-3150116,DEV-2735193913,Software,med,1.0,7.0,no fault found,ORD-3150116,dev-2735193913,2025-03-17 00:00:00.000,0
CLM-883682890,"2024-12-20",ORD-2311764,,Software,low,1.0,5.0,needs firmware,ORD-2311764,,2024-12-20 00:00:00.000,0
CLM-851115422,"2024-01-23",ORD-5738309,DEV-3369546522,Software,low,1.0,5.0,needs firmware,ORD-5738309,dev-3369546522,2024-01-23 00:00:00.000,0
CLM-306124714,"2024-04-22",ORD-2762093,DEV-4999191270,Battery,low,1.0,2.0,,ORD-2762093,dev-4999191270,2024-04-22 00:00:00.000,0
CLM-595165553,"2025-07-16",ORD-2506662,DEV-4258918001,Battery,low,1.0,5.0,needs firmware,ORD-2506662,dev-4258918001,2025-07-16 00:00:00.000,0
CLM-227623339,"2025-07-26",OR-4411006,DEV-1299929639,Software,low,,2.0,customer reports intermittent issue,OR-4411006,dev-1299929639,2025-07-26 00:00:00.000,1
CLM-615623599,"05/30/2025",ORD-4603659,DEV-3968591987,Battery,med,1.0,7.0,no fault found,ORD-4603659,dev-3968591987,2025-05-30 00:00:00.000,0
CLM-321320190,"2025-11-02",ORD-3172854,DEV-1837170502,Connectivity,low,1.0,7.0,no fault found,ORD-3172854,dev-1837170502,2025-11-02 00:00:00.000,0
CLM-737437702,"2025-01-07",ORD-5561871,DEV-1938344636,Software,med,0.0,7.0,customer reports intermittent issue,ORD-5561871,dev-1938344636,2025-01-07 00:00:00.000,0
CLM-488220077,"10/25/2025",ORD-6292321,DEV-7758858241,Overheating,critical,1.0,7.0,repeat failure,ORD-6292321,dev-7758858241,2025-10-25 00:00:00.000,0
CLM-812018913,"2024-03-24",ORD-6885607,DEV-5762873139,Connectivity,med,1.0,5.0,customer reports intermittent issue,ORD-6885607,dev-5762873139,2024-03-24 00:00:00.000,0
CLM-767123641,"2025-08-15",ORD-2377415,DEV-1878790001,Battery,med,1.0,5.0,customer reports intermittent issue,ORD-2377415,dev-1878790001,2025-08-15 00:00:00.000,0
CLM-378631175,"2024-04-15",ORD-1384977,DEV-2308168671,Sound Distortion,low,1.0,5.0,customer reports intermittent issue,ORD-1384977,dev-2308168671,2024-04-15 00:00:00.000,0
CLM-122379523,"2025-03-31",ORD-9549611,DEV-6692593653,Software,med,0.0,5.0,,ORD-9549611,dev-6692593653,2025-03-31 00:00:00.000,0
CLM-804500551,"2025-04-02",ORD-8549416,DEV-9193981666,Software,high,1.0,3.0,customer reports intermittent issue,ORD-8549416,dev-9193981666,2025-04-02 00:00:00.000,0
CLM-607448042,"2025-02-28",ORD-3770031,DEV-3163326979,Overheating,high,1.0,3.0,,ORD-3770031,dev-3163326979,2025-02-28 00:00:00.000,0
CLM-749920070,"2024-11-21",ORD-2661617,,Battery,high,0.0,10.0,,ORD-2661617,,2024-11-21 00:00:00.000,0
CLM-434268418,"2024-01-04",ORD-4613526,DEV-1686490457,Connectivity,med,1.0,2.0,customer reports intermittent issue,ORD-4613526,dev-1686490457,2024-01-04 00:00:00.000,0
CLM-280301047,"02/10/2025",ORD-2253022,DEV-2313183696,Software,low,1.0,10.0,needs firmware,ORD-2253022,dev-2313183696,2025-02-10 00:00:00.000,0
CLM-201048356,"2025-05-17",ORD-3259915,,,,1.0,5.0,,ORD-3259915,,2025-05-17 00:00:00.000,0
CLM-126645524,"2024-09-19",ORD-8041612,DEV-9586409996,Overheating,low,0.0,10.0,customer reports intermittent issue,ORD-8041612,dev-9586409996,2024-09-19 00:00:00.000,0
CLM-430171384,"2024-11-12",ORD-9736343,DEV-6761640993,Software,low,0.0,5.0,customer reports intermittent issue,ORD-9736343,dev-6761640993,2024-11-12 00:00:00.000,0
CLM-894300821,"2025-10-26",ORD-3250186,DEV-1904968362,Overheating,med,1.0,3.0,customer reports intermittent issue,ORD-3250186,dev-1904968362,2025-10-26 00:00:00.000,0
CLM-259410757,"2024-11-13",ORD-8950778,DEV-3065148658,Physical Damage,,1.0,,customer reports intermittent issue,ORD-8950778,dev-3065148658,2024-11-13 00:00:00.000,0
CLM-496527209,"2024-03-01",ORD-5109735,DEV-7107603880,Software,med,0.0,5.0,,ORD-5109735,dev-7107603880,2024-03-01 00:00:00.000,0
CLM-899811007,"2025-10-08",ORD-5949722,DEV-7909651512,Connectivity,med,1.0,10.0,customer reports intermittent issue,ORD-5949722,dev-7909651512,2025-10-08 00:00:00.000,0
CLM-887672519,"2025-05-06",ORD-5779920,DEV-1244252663,Connectivity,med,1.0,5.0,no fault found,ORD-5779920,dev-1244252663,2025-05-06 00:00:00.000,0
CLM-835937943,"2024-05-04",ORD-7378719,DEV-7252693125,Battery,low,,3.0,needs firmware,ORD-7378719,dev-7252693125,2024-05-04 00:00:00.000,0
CLM-210595654,"2025-03-16",ORD-4858138,DEV-1784745158,Battery,low,1.0,2.0,,ORD-4858138,dev-1784745158,2025-03-16 00:00:00.000,0
CLM-200811841,"2025-01-01",ORD-1369507,DEV-9404178690,Sound Distortion,high,1.0,3.0,repeat failure,ORD-1369507,dev-9404178690,2025-01-01 00:00:00.000,0
CLM-519528327,"2024-07-11",ORD-6606945,DEV-4922016840,Physical Damage,med,1.0,10.0,customer reports intermittent issue,ORD-6606945,dev-4922016840,2024-07-11 00:00:00.000,0
CLM-886027201,"2025-07-18",ORD-8937160,DEV-5681954288,Software,,1.0,7.0,needs firmware,ORD-8937160,dev-5681954288,2025-07-18 00:00:00.000,0
CLM-164810799,"2024-10-21",OR-6844393,DEV-9295269363,Software,low,,7.0,no fault found,OR-6844393,dev-9295269363,2024-10-21 00:00:00.000,1
CLM-838641931,"2025-01-25",ORD-4503594,,Sound Distortion,med,1.0,5.0,needs firmware,ORD-4503594,,2025-01-25 00:00:00.000,0
CLM-205108577,"2024-04-15",ORD-5301115,DEV-7896476060,Software,low,1.0,7.0,no fault found,ORD-5301115,dev-7896476060,2024-04-15 00:00:00.000,0
CLM-398020779,"2025-05-26",ORD-6694142,DEV-9729789661,Battery,med,1.0,3.0,needs firmware,ORD-6694142,dev-9729789661,2025-05-26 00:00:00.000,0
CLM-501729898,"2025-01-21",ORD-3323764,DEV-9257471205,Physical Damage,med,1.0,2.0,repeat failure,ORD-3323764,dev-9257471205,2025-01-21 00:00:00.000,0
