device_id,product_id,model_name,hw_revision,manufacture_lot,activated_date
DEV-3363590744,PRD-10074,QC Ultra,C,LOT-690776,2024-07-29
DEV-5439705912,PRD-66155,QC Ultra,C,LOT-924195,2024-08-22
DEV-6761976369,PRD-24371,QC45,D,LOT-736640,
DEV-3471561234,PRD-99353,QC45,B,LOT-441909,
DEV-8156131557,PRD-40007,QC Ultra,A,LOT-285012,2025-06-30
DEV-7481152917,PRD-66155,QC45,D,LOT-305292,2024-07-08
DEV-5256168947,PRD-41385,Studio Pro,B,LOT-409860,2024-04-29
DEV-5484807299,PRD-12757,QC Ultra,B,LOT-623791,2025-08-24
DEV-4298233159,PRD-66155,QC Ultra,D,LOT-270390,2024-05-29
DEV-3538963587,PRD-10074,Studio Pro,A,LOT-654493,2024-01-27
DEV-1193780169,PRD-10074,QC Ultra,,LOT-450478,2025-10-09
DEV-6867476540,PRD-35112,Air Mini,D,LOT-876205,2025-11-14
DEV-8693993922,PRD-66155,QC45,C,LOT-849754,2024-04-17
DEV-9496381759,PRD-49117,QC Ultra,A,LOT-485847,2025-09-06
DEV-1388404442,PRD-12757,Studio Pro,A,,2024-09-28
DEV-6234250623,PRD-62923,Air Mini,B,LOT-907756,
DEV-5931550709,PRD-40007,Studio Pro,D,LOT-787769,2025-05-10
DEV-6393087030,PRD-40982,Air Mini,C,LOT-399335,2025-07-26
DEV-3365713885,PRD-12757,QC45,D,LOT-305972,
DEV-1801056992,PRD-41385,QC Ultra,B,LOT-109815,06/12/2024
DEV-6535479521,PRD-24371,QC45,D,LOT-277439,2024-08-20
DEV-5601198300,PRD-63354,Quiet Buds,B,LOT-354088,2025-10-17
DEV-6426356499,PRD-66155,QC Ultra,D,LOT-502129,2024-01-17
DEV-7889565741,PRD-99353,Studio Pro,B,LOT-927714,2024-04-26
DEV-7409600629,PRD-24371,Studio Pro,C,LOT-897966,2024-10-13
DEV-1105895369,PRD-10221,Portable PA Mini,A,LOT-330446,2025-12-28
DEV-8950692384,PRD-66155,Studio Pro,D,LOT-976396,2025-03-13
DEV-8303813273,PRD-66155,Studio Pro,C,LOT-831928,2024-09-07
DEV-3779212380,PRD-66155,QC45,D,LOT-349283,2024-11-27
DEV-5899603625,PRD-66155,Studio Pro,A,LOT-976809,2025-08-08
DEV-7978336578,PRD-10425,QC Ultra,C,LOT-412743,2025-05-24
DEV-2373009289,PRD-66155,QC45,D,LOT-951174,2025-05-09
DEV-7277388602,PRD-66155,QC45,C,LOT-112372,2025-02-01
DEV-8468120873,PRD-10425,Studio Pro,,LOT-494240,2024-02-22
DEV-5780191584,PRD-79822,Studio Pro,A,LOT-542525,2024-09-30
DEV-5045589117,PRD-24371,QC Ultra,B,LOT-546521,2024-08-04
DEV-4065376700,PRD-66155,QC45,D,LOT-251074,2025-05-30
DEV-6314962584,PRD-65461,QC Ultra,C,LOT-731309,2025-06-09
DEV-4392132722,PRD-71348,QC45,B,LOT-294712,2024-06-06
DEV-3102178268,PRD-49117,Studio Pro,C,LOT-861681,2025-11-21
DEV-5443219015,PRD-93130,Soundbar 600,A,LOT-402467,2025-02-18
DEV-7418113245,PRD-66155,Studio Pro,C,LOT-603012,2025-10-31
DEV-6609132187,PRD-10425,Studio Pro,B,LOT-947000,2025-01-28
DEV-9664408939,PRD-89457,Portable PA Mini,B,LOT-703519,2024-10-15
DEV-9944680668,PRD-95180,Studio Pro,C,LOT-796695,2025-01-21
DEV-6374270838,PRD-24371,Studio Pro,B,LOT-185044,2025-01-23
DEV-3243541754,PRD-90120,Aviation Pro X,C,LOT-565424,2024-10-07
DEV-9177865347,PRD-41385,QC45,D,LOT-248270,2024-01-02
DEV-2654538541,PRD-79822,Studio Pro,B,LOT-939538,2024-03-13
DEV-7621386871,PRD-68082,Quiet Buds,B,,2024-08-27
DEV-5395820506,PRD-63354,Sport Buds,,LOT-489522,2024-06-25
DEV-9568154436,PRD-44237,Soundbar 600,A,LOT-134482,2025-10-02
DEV-2102569148,PRD-66155,QC Ultra,D,LOT-630540,2024-02-09
DEV-2686201831,PRD-66155,QC Ultra,C,LOT-751999,2025-05-23
DEV-6691563625,PRD-66155,QC Ultra,B,LOT-641409,2025-04-23
DEV-1512411081,PRD-66155,QC45,C,LOT-708734,2025-07-10
DEV-6078059649,PRD-66155,QC Ultra,C,LOT-321512,2024-02-05
DEV-2502585980,PRD-66155,QC45,D,,
DEV-4981325719,PRD-95180,Studio Pro,C,LOT-918046,2025-06-27
DEV-8881929499,PRD-95180,Studio Pro,B,LOT-719654,2025-10-04
DEV-1303335689,PRD-24371,QC45,C,LOT-183263,2025-08-06
DEV-1931063219,PRD-24371,QC45,B,LOT-871889,
DEV-9439827395,PRD-99353,Studio Pro,D,LOT-581930,2025-04-08
DEV-8918810992,PRD-66155,QC Ultra,B,LOT-546813,2024-10-14
DEV-6554640912,PRD-24371,QC Ultra,B,LOT-378544,2025-06-21
DEV-1856021133,PRD-99353,QC45,A,LOT-906597,2025-08-23
DEV-1817075731,PRD-66155,QC45,A,LOT-413350,2025-02-06
DEV-4283335354,PRD-42527,Soundbar 900,A,LOT-957506,2024-11-23
DEV-4607530438,PRD-49117,Studio Pro,B,LOT-962160,2024-05-18
DEV-7301090418,PRD-41385,QC Ultra,B,LOT-479647,2024-07-09
DEV-3205598115,PRD-41385,QC Ultra,C,LOT-256884,
DEV-7892809199,PRD-66155,Studio Pro,B,LOT-951404,2025-12-08
DEV-4601943741,PRD-66155,QC Ultra,A,LOT-157367,2024-03-09
DEV-2056409291,PRD-76469,Portable PA Mini,B,LOT-494862,2025-04-14
DEV-4845529215,PRD-66155,QC45,A,,2024-03-05
DEV-9784648618,PRD-41385,Studio Pro,D,LOT-159203,2024-04-11
DEV-3726964783,PRD-81066,Air Mini,A,LOT-300479,2025-07-18
DEV-9976849202,PRD-66155,Studio Pro,D,LOT-904589,2025-10-28
DEV-1832200813,PRD-66155,QC Ultra,B,LOT-173495,2025-04-15
DEV-9230237226,PRD-82845,Air Mini,C,LOT-478213,2025-03-02
DEV-9289370886,PRD-41385,Studio Pro,A,LOT-459038,2025-07-24
DEV-2859968470,PRD-66155,QC45,A,LOT-378837,
DEV-2936263785,PRD-66155,Studio Pro,A,LOT-854793,2024-06-12
DEV-2198946510,PRD-41385,Studio Pro,A,LOT-682686,2025-11-27
DEV-6735262157,PRD-79822,QC Ultra,B,LOT-187043,01/03/2025
DEV-9181876476,PRD-66155,QC Ultra,A,LOT-996102,2024-12-25
DEV-8816798528,PRD-10074,Studio Pro,A,LOT-633120,2025-03-12
DEV-1878492843,PRD-24371,Studio Pro,A,LOT-397118,2024-02-06
DEV-5967453477,PRD-66155,QC Ultra,C,LOT-676659,2024-11-23
DEV-2409511431,PRD-40007,QC Ultra,A,LOT-697093,2025-04-02
DEV-4612640114,PRD-79329,SoundLink Flex,B,LOT-794409,2025-10-27
DEV-9508482592,PRD-24371,QC Ultra,C,LOT-694509,2024-03-13
DEV-9802850771,PRD-99353,Studio Pro,C,LOT-629366,2024-03-19
DEV-1208606491,PRD-10425,QC Ultra,A,LOT-760977,2024-09-15
DEV-4834863729,PRD-74799,Aviation A20,B,LOT-130503,2024-04-09
DEV-4699829354,PRD-10425,QC Ultra,B,LOT-572386,2024-11-07
DEV-3592301650,PRD-66155,Studio Pro,B,LOT-954151,2024-12-31
DEV-1485441025,PRD-66155,QC Ultra,A,LOT-352924,2025-03-25
DEV-5561369263,PRD-49117,QC45,D,,2025-11-13
DEV-9212125320,PRD-66155,Studio Pro,A,LOT-825981,2025-04-14
DEV-5227321985,PRD-66155,QC45,D,LOT-694392,2025-11-07
DEV-1200426013,PRD-24371,QC45,D,LOT-103836,
DEV-9063847768,PRD-42018,Wave Plus,A,LOT-210250,2025-05-01
DEV-9353761036,PRD-71348,QC Ultra,B,LOT-407764,2024-08-03
DEV-3875168788,PRD-66155,QC45,B,LOT-736655,
DEV-8839983542,PRD-49117,QC Ultra,B,LOT-919113,2024-09-12
DEV-7938393152,PRD-24371,QC45,B,LOT-454744,2025-01-28
DEV-1065327741,PRD-66155,QC45,A,LOT-592443,2025-04-25
DEV-4654465530,PRD-66155,QC Ultra,D,LOT-120592,2024-04-10
DEV-5121523750,PRD-10425,QC Ultra,C,LOT-610180,2024-04-08
DEV-1140421992,PRD-67912,Soundbar 900,C,,2024-09-02
DEV-1096262806,PRD-59672,Sport Buds,D,LOT-785732,2024-08-01
DEV-5840481281,PRD-66155,QC45,A,LOT-248227,2025-02-01
DEV-9767044728,PRD-66155,QC45,B,,2024-01-21
DEV-8264341675,PRD-66155,QC45,B,LOT-361279,2025-04-09
DEV-5972779866,PRD-76469,Portable PA Mini,D,LOT-281685,2024-06-06
DEV-8251356032,PRD-23104,SoundLink Flex,C,LOT-555138,2025-07-18
DEV-4395966171,PRD-95180,Studio Pro,A,LOT-899291,2025-09-15
DEV-8852214995,PRD-66155,QC Ultra,B,LOT-364429,2025-10-31
DEV-5536870863,PRD-40982,Air Mini,C,LOT-842274,2025-08-10
DEV-5375213257,PRD-71348,Studio Pro,C,LOT-658235,2025-01-26
DEV-2983982686,PRD-25129,Wave Plus,A,,2025-10-24
DEV-7048222608,PRD-66155,QC45,A,LOT-252869,2024-08-03
DEV-7091589673,PRD-71348,QC Ultra,,LOT-432674,2024-10-23
DEV-8838370904,PRD-71348,Studio Pro,,LOT-866433,2025-04-06
DEV-6714257221,PRD-40982,Air Mini,C,LOT-209662,2025-07-11
DEV-4244742229,PRD-66155,Studio Pro,D,LOT-244203,2024-07-21
DEV-7454320916,PRD-49117,QC Ultra,,LOT-441551,2025-06-09
DEV-1512351645,PRD-65461,Studio Pro,A,LOT-661198,2024-06-23
DEV-5999755080,PRD-42018,Pulse S,D,LOT-506861,
DEV-5292055272,PRD-10425,Studio Pro,B,LOT-491363,2025-07-03
DEV-2025218052,PRD-66155,Studio Pro,B,LOT-204414,2024-07-21
DEV-5611485488,PRD-49117,QC45,C,LOT-613069,
DEV-2372976970,PRD-12757,QC45,A,LOT-503901,2025-09-27
DEV-8799914573,PRD-41385,Studio Pro,A,LOT-566929,2024-12-09
DEV-7171889959,PRD-24371,QC45,B,LOT-170150,2025-10-14
DEV-7921640741,PRD-66155,QC45,C,LOT-394621,2025-02-21
DEV-7808791343,PRD-79329,Pulse S,C,,10/05/2025
DEV-7053751417,PRD-66155,QC Ultra,C,LOT-907399,2024-11-04
DEV-9260595964,PRD-66155,Studio Pro,A,LOT-243270,2025-06-27
DEV-5388155128,PRD-66155,QC Ultra,A,LOT-127263,2025-11-15
DEV-8840642625,PRD-40784,Portable PA X,B,LOT-433250,2025-06-21
DEV-4058382350,PRD-66155,QC Ultra,B,,2025-05-23
DEV-7017313494,PRD-63354,Quiet Buds,B,LOT-822370,2024-03-21
DEV-3222367150,PRD-40982,Sport Buds,B,LOT-293295,09/20/2025
DEV-1947190733,PRD-24371,Studio Pro,B,LOT-865054,2025-09-11
DEV-7319483709,PRD-24371,Studio Pro,A,LOT-558859,2024-11-27
DEV-2447152204,PRD-65518,Soundbar 900,B,LOT-582762,
DEV-5806252983,PRD-35112,Air Mini,B,LOT-831704,2025-10-10
DEV-2623574765,PRD-66155,QC45,C,LOT-428319,2025-08-02
DEV-7291421090,PRD-66155,Studio Pro,,LOT-383725,06/25/2025
DEV-4024722263,PRD-10425,QC Ultra,C,LOT-110848,
DEV-3767548002,PRD-99353,QC45,C,,2025-07-23
DEV-3119550312,PRD-71348,Studio Pro,A,LOT-825590,2024-06-29
DEV-9895668334,PRD-24371,Studio Pro,A,LOT-104479,2025-06-16
DEV-9528191916,PRD-95180,QC Ultra,B,LOT-692818,2024-12-10
DEV-7036410329,PRD-71348,QC45,C,LOT-131283,2024-03-12
DEV-2545396767,PRD-66155,QC45,D,LOT-687832,2025-12-18
DEV-1450237434,PRD-24371,Studio Pro,C,LOT-411959,
DEV-5864886732,PRD-99353,Studio Pro,C,LOT-139634,2025-03-06
DEV-7554265185,PRD-35112,Quiet Buds,B,LOT-185628,2025-02-17
DEV-5087025402,PRD-71348,QC Ultra,B,LOT-773258,2024-06-22
DEV-5253940027,PRD-61876,Air Mini,A,,2025-11-13
DEV-6230107836,PRD-10425,QC45,C,LOT-953586,2025-05-31
DEV-6776870997,PRD-38080,Studio Pro,C,LOT-322278,08/26/2025
DEV-7839559554,PRD-65724,Aviation A20,C,LOT-713258,2025-06-27
DEV-4994318502,PRD-10074,QC45,A,LOT-478311,2024-05-02
DEV-3689776548,PRD-95180,Studio Pro,B,LOT-669801,2025-09-02
DEV-4474507662,PRD-99353,Studio Pro,C,LOT-292443,2024-12-01
DEV-1876428682,PRD-66155,QC Ultra,C,LOT-664614,2024-11-26
DEV-2181967270,PRD-66155,QC Ultra,B,LOT-358881,2025-05-25
DEV-6567252698,PRD-24371,Studio Pro,A,LOT-595853,
DEV-2714322177,PRD-96511,Soundbar 600,C,LOT-805723,03/19/2025
DEV-3977894693,PRD-10425,QC45,A,,2025-01-08
DEV-2374937720,PRD-10074,QC45,C,LOT-425709,2025-01-29
DEV-9054514415,PRD-10425,Studio Pro,A,LOT-230730,2024-05-28
DEV-5015614380,PRD-66155,QC Ultra,B,LOT-857767,
DEV-1162595922,PRD-66155,QC Ultra,C,LOT-737457,2025-10-04
DEV-7329754194,PRD-66155,Studio Pro,B,LOT-366502,05/10/2025
DEV-6160541181,PRD-71348,Studio Pro,B,LOT-163100,2025-01-08
DEV-9610515771,PRD-10425,QC45,,LOT-839065,2024-11-25
DEV-3191902110,PRD-65461,QC Ultra,C,LOT-406314,2024-04-11
DEV-9906066543,PRD-66155,QC Ultra,C,LOT-681833,2024-03-21
DEV-2034614382,PRD-66155,Studio Pro,C,LOT-818577,
DEV-3312799995,PRD-71348,Studio Pro,A,LOT-174300,2025-10-27
DEV-2418349416,PRD-95180,QC45,D,LOT-776232,2025-01-02
DEV-6477805489,PRD-67912,Theater Kit X,C,LOT-761211,2025-09-21
DEV-6624524045,PRD-84085,Air Mini,D,LOT-106418,2024-03-05
DEV-2560804909,PRD-66155,QC45,C,LOT-428908,2024-03-16
DEV-6983112912,PRD-66155,Studio Pro,B,LOT-149599,2024-03-17
DEV-5509633051,PRD-99353,QC Ultra,D,LOT-122957,2025-04-29
DEV-1624772809,PRD-49117,Studio Pro,D,,2024-09-10
DEV-5819417473,PRD-81511,Theater Kit X,C,LOT-347438,2024-06-01
DEV-7181134198,PRD-24371,Studio Pro,A,LOT-519216,2024-03-11
DEV-1967212930,PRD-71348,QC Ultra,A,,2025-02-15
DEV-7540648414,PRD-68082,Quiet Buds,D,LOT-974371,2025-03-25
DEV-9399735690,PRD-40007,Studio Pro,A,LOT-226179,2024-10-17
DEV-4389171498,PRD-79822,QC Ultra,A,LOT-414327,2024-05-13
DEV-4385253967,PRD-99353,QC Ultra,B,LOT-548698,2025-10-01
DEV-6197451610,PRD-24371,Studio Pro,C,LOT-651765,2024-11-10
DEV-6176336413,PRD-66155,Studio Pro,C,LOT-390594,2025-05-05
DEV-8466001336,PRD-71348,Studio Pro,B,,2024-05-04
DEV-1634867923,PRD-95180,QC Ultra,B,LOT-198661,2025-08-26
DEV-7510754619,PRD-10074,QC45,D,LOT-197917,2025-02-20
DEV-9760981233,PRD-66155,QC Ultra,A,,2025-04-10
DEV-7256838129,PRD-62923,Quiet Buds,D,LOT-934900,2025-07-24
DEV-3274144249,PRD-41385,QC45,D,LOT-808989,2025-11-27
DEV-7267606507,PRD-66155,Studio Pro,C,LOT-637547,2024-09-10
DEV-9714973291,PRD-71348,Studio Pro,B,LOT-586800,2024-10-20
DEV-7719333478,PRD-99353,Studio Pro,B,LOT-991947,2025-06-16
DEV-2570230551,PRD-24371,QC Ultra,B,LOT-180837,2024-06-10
DEV-8373594699,PRD-76469,Portable PA Mini,A,LOT-886421,2024-10-13
DEV-5988397002,PRD-66155,Studio Pro,D,LOT-869550,2024-08-25
DEV-7937380457,PRD-24371,QC45,B,LOT-825212,2024-03-30
DEV-2640830379,PRD-66155,Studio Pro,B,LOT-752869,2024-11-09
DEV-8149239656,PRD-66155,QC45,,LOT-723179,2025-12-28
DEV-5853011509,PRD-66155,Studio Pro,C,LOT-607311,
DEV-7521606354,PRD-66155,QC Ultra,C,LOT-257878,2025-08-20
DEV-9334752227,PRD-24371,QC Ultra,C,LOT-594036,2024-12-25
DEV-4423928325,PRD-30635,Air Mini,,,2024-01-19
DEV-5921085103,PRD-39154,Theater Kit X,A,LOT-757992,2024-06-18
DEV-6062703017,PRD-71348,QC45,A,LOT-519396,
DEV-5235223789,PRD-66155,QC45,C,LOT-777831,2025-04-28
DEV-5969518110,PRD-81066,Air Mini,C,LOT-763685,
DEV-8328396036,PRD-97153,Portable PA Mini,C,LOT-250158,2024-07-21
DEV-7290504548,PRD-66155,QC45,C,LOT-648220,
DEV-6602255148,PRD-24371,QC Ultra,B,LOT-922078,2024-12-31
DEV-6517205371,PRD-66155,Studio Pro,C,LOT-408405,2025-09-19
DEV-8422313997,PRD-66155,QC45,C,LOT-818125,2025-09-26
DEV-4238859559,PRD-59672,Quiet Buds,A,LOT-871985,2025-03-31
DEV-4969642559,PRD-79329,Wave Plus,C,LOT-207827,2025-10-20
DEV-7549200467,PRD-10425,QC Ultra,A,LOT-302143,2025-12-08
DEV-8993304713,PRD-71348,QC45,A,LOT-265625,2024-03-01
DEV-2651798309,PRD-79822,QC Ultra,D,LOT-140495,
DEV-3177715278,PRD-71348,QC Ultra,C,LOT-183267,
DEV-2305175308,PRD-66155,QC45,C,LOT-615905,2024-03-28
DEV-7542727652,PRD-10425,QC45,C,LOT-659767,2025-11-22
DEV-9838729256,PRD-10425,QC45,B,LOT-898005,2025-11-18
DEV-4924888181,PRD-25129,Pulse S,A,LOT-968092,
DEV-2018712045,PRD-39154,Soundbar 900,C,LOT-439303,2025-10-08
DEV-9468726129,PRD-24371,QC Ultra,B,LOT-640952,2024-04-12
DEV-8181074159,PRD-79822,QC Ultra,D,LOT-237499,
DEV-3775968883,PRD-71348,QC Ultra,,LOT-539254,2025-11-02
DEV-7325038820,PRD-99353,Studio Pro,C,LOT-774915,2024-02-02
DEV-4443541688,PRD-10074,QC Ultra,A,LOT-965553,2024-04-23
DEV-2049621500,PRD-66155,Studio Pro,A,LOT-688296,2025-04-14
DEV-2980009139,PRD-24371,QC Ultra,D,LOT-551192,2024-01-29
DEV-3415215003,PRD-79822,QC Ultra,B,LOT-647202,2025-07-27
DEV-3600813794,PRD-10425,QC45,D,LOT-405702,2024-03-14
DEV-1289673639,PRD-66155,Studio Pro,A,,
DEV-4179824208,PRD-95180,QC Ultra,D,LOT-368099,2025-11-19
DEV-5117758404,PRD-63354,Sport Buds,C,LOT-453667,2025-07-14
DEV-6945462526,PRD-23104,SoundLink Flex,C,LOT-953890,2025-10-31
DEV-3423327071,PRD-24371,QC Ultra,D,LOT-408889,2024-11-21
DEV-1180672668,PRD-66155,QC Ultra,B,LOT-420700,2025-08-04
DEV-8906843221,PRD-91351,Soundbar 900,A,LOT-806503,2025-08-26
DEV-6796124811,PRD-66155,Studio Pro,C,LOT-533443,2024-07-22
DEV-8155676981,PRD-71348,Studio Pro,C,LOT-175756,2025-01-10
DEV-4813548731,PRD-95180,QC Ultra,C,LOT-431397,2025-09-03
DEV-4707527077,PRD-66155,QC Ultra,B,,2024-05-11
DEV-5569954057,PRD-35112,Quiet Buds,B,LOT-900809,2025-04-19
DEV-9199494107,PRD-66155,QC Ultra,A,LOT-204587,2025-09-14
DEV-3242929586,PRD-10425,QC Ultra,C,LOT-259326,2025-12-08
DEV-4457185718,PRD-66155,Studio Pro,C,LOT-226589,2024-08-15
DEV-2452965170,PRD-65461,Studio Pro,A,,2024-03-22
DEV-9562976330,PRD-66155,QC45,D,LOT-455677,2024-04-24
DEV-7609336783,PRD-71348,QC Ultra,B,LOT-654254,
DEV-8938840682,PRD-24371,QC45,C,,2025-07-29
DEV-1855300090,PRD-79822,Studio Pro,A,LOT-316249,2025-09-09
DEV-1927063024,PRD-30635,Quiet Buds,D,LOT-535583,2024-05-22
DEV-6033027187,PRD-12757,Studio Pro,B,LOT-156935,10/18/2024
DEV-3796843835,PRD-99353,QC Ultra,A,LOT-681090,2024-04-08
DEV-1233478126,PRD-40982,Quiet Buds,B,LOT-306500,
DEV-3956285442,PRD-59672,Air Mini,C,LOT-746726,2024-02-11
DEV-2581116225,PRD-84085,Sport Buds,C,,2025-11-17
DEV-6307198361,PRD-71348,QC Ultra,D,LOT-661662,2025-12-28
DEV-1876851791,PRD-10074,QC Ultra,D,LOT-128238,2024-11-19
DEV-3599224568,PRD-10425,QC45,B,LOT-243255,2025-04-05
DEV-3264184614,PRD-71348,QC Ultra,B,LOT-208664,2024-10-08
DEV-7047021967,PRD-66155,QC Ultra,,LOT-215085,2025-03-23
DEV-6460872983,PRD-24371,QC Ultra,A,LOT-188944,2025-07-24
DEV-8321463953,PRD-66155,Studio Pro,D,LOT-496764,2025-09-02
DEV-4130852074,PRD-65724,Aviation A20,C,LOT-969850,2025-09-10
DEV-6926213236,PRD-99353,QC45,B,,2025-10-05
DEV-5085709543,PRD-41385,Studio Pro,C,LOT-575051,2024-07-07
DEV-1914430716,PRD-24371,QC45,C,LOT-257903,2025-01-08
DEV-3633689515,PRD-79822,QC45,C,LOT-128012,12/01/2025
DEV-9356583578,PRD-66155,QC45,B,LOT-662528,
DEV-3052422924,PRD-99353,QC Ultra,B,LOT-913756,2025-12-25
DEV-4194750455,PRD-15229,Soundbar 600,C,LOT-746266,2025-11-28
DEV-7515713187,PRD-71348,Studio Pro,B,LOT-594012,2025-06-07
DEV-9062515042,PRD-24371,QC Ultra,A,LOT-831403,2024-08-17
DEV-2088082021,PRD-66155,Studio Pro,A,LOT-743512,2025-08-09
DEV-8364712875,PRD-66155,QC Ultra,D,LOT-349777,2025-07-08
DEV-1751401016,PRD-66155,QC45,B,LOT-791689,2025-02-23
DEV-9938756676,PRD-66155,QC Ultra,B,LOT-778184,2025-08-21
DEV-4185525844,PRD-96511,Soundbar 600,D,LOT-204923,2024-02-17
DEV-9291451926,PRD-10425,QC45,C,LOT-277932,2025-11-26
DEV-4016055737,PRD-10425,QC45,C,,2025-03-27
DEV-2001273147,PRD-66155,Studio Pro,A,LOT-806621,2024-02-26
DEV-7578374457,PRD-24371,QC Ultra,,LOT-195880,2025-07-31
DEV-4510670109,PRD-66155,QC Ultra,A,LOT-967830,2024-04-06
DEV-4304639255,PRD-79822,Studio Pro,A,LOT-424914,2024-02-22
DEV-5078143251,PRD-10425,Studio Pro,C,LOT-403636,2025-06-28
DEV-2457092595,PRD-30635,Air Mini,C,LOT-408261,2024-10-25
DEV-6840643345,PRD-63354,Sport Buds,C,LOT-324463,2025-08-18
DEV-2052842845,PRD-24371,Studio Pro,B,LOT-415254,2024-09-03
DEV-2056125350,PRD-24371,QC45,A,LOT-712286,2025-05-08
DEV-2032669235,PRD-66155,QC Ultra,C,LOT-194875,2025-10-28
DEV-6210712890,PRD-71348,Studio Pro,B,LOT-685541,2024-02-02
DEV-8757632813,PRD-71348,QC45,C,LOT-562786,2024-05-07
DEV-9304821620,PRD-49117,Studio Pro,,LOT-401084,2024-07-12
DEV-7307176282,PRD-95180,Studio Pro,A,LOT-950194,2025-09-29
DEV-2570712518,PRD-24371,QC Ultra,C,LOT-455988,2024-04-12
DEV-9878568733,PRD-99353,QC45,D,LOT-372497,2024-02-29
DEV-5633745222,PRD-71348,QC Ultra,C,LOT-743150,2025-11-05
DEV-8404821793,PRD-24371,QC45,A,LOT-162550,2025-03-18
DEV-9085068485,PRD-99353,QC Ultra,B,LOT-931068,2024-04-25
DEV-5110186308,PRD-24371,QC Ultra,C,LOT-529488,2025-06-10
DEV-8446483635,PRD-24371,QC45,B,LOT-640413,2024-07-30
DEV-6793257665,PRD-79329,SoundLink Flex,C,LOT-541564,2024-11-18
DEV-9465141099,PRD-79822,QC45,A,LOT-631259,2024-10-02
DEV-8448000679,PRD-10221,Portable PA Mini,,LOT-600327,2024-06-20
DEV-9642849769,PRD-81066,Air Mini,B,LOT-847257,2025-11-14
DEV-9571655871,PRD-66155,Studio Pro,A,LOT-226624,2025-08-11
DEV-7829684267,PRD-59672,Air Mini,A,LOT-851989,2025-08-01
DEV-2807359239,PRD-61876,Air Mini,B,LOT-944475,2024-03-09
DEV-4944387215,PRD-99353,Studio Pro,D,LOT-577663,2025-03-22
DEV-1101766306,PRD-71348,QC Ultra,C,LOT-747666,03/13/2024
DEV-9003726898,PRD-66155,QC45,A,LOT-553706,2024-03-11
DEV-4427289252,PRD-59672,Air Mini,A,LOT-236312,2024-08-27
DEV-1964095945,PRD-66155,QC45,B,LOT-818861,08/23/2024
DEV-3411553305,PRD-10074,QC Ultra,D,,2024-02-17
DEV-2686888206,PRD-41385,Studio Pro,D,LOT-458109,2024-08-09
DEV-9048161614,PRD-66155,QC45,,LOT-103893,2024-01-02
DEV-9607601777,PRD-17100,Quiet Buds,D,LOT-579479,2025-10-23
DEV-5482561408,PRD-10425,QC Ultra,,LOT-642157,2025-05-13
DEV-4014243269,PRD-23104,SoundLink Flex,C,,2025-01-28
DEV-4889380467,PRD-96511,Theater Kit X,A,LOT-639365,05/07/2024
DEV-9139518496,PRD-25906,Aviation A20,D,LOT-663983,2024-09-28
DEV-6975660230,PRD-66155,QC45,B,LOT-146955,2024-12-27
DEV-9855977906,PRD-59672,Air Mini,D,LOT-582283,
DEV-3110197721,PRD-49117,QC Ultra,B,LOT-722374,
DEV-3751835988,PRD-71348,Studio Pro,B,LOT-250989,2024-10-25
DEV-4101638263,PRD-10425,QC Ultra,A,LOT-148378,2025-09-23
DEV-8978465969,PRD-40982,Air Mini,A,LOT-518320,2025-12-26
DEV-2219895597,PRD-24371,QC Ultra,B,LOT-544377,2024-01-16
DEV-2103246496,PRD-65724,Aviation A20,C,LOT-906426,2024-11-02
DEV-7214062316,PRD-66155,Studio Pro,C,LOT-567051,2024-01-08
DEV-4460671762,PRD-15229,Soundbar 600,B,LOT-847795,2025-02-25
DEV-9028283818,PRD-10425,Studio Pro,A,LOT-801868,2024-04-28
DEV-2434874787,PRD-66155,QC45,A,LOT-774740,09/04/2025
DEV-2407554543,PRD-76469,Portable PA Mini,B,,2024-06-13
DEV-5865037572,PRD-38080,Studio Pro,A,LOT-788398,
DEV-7015890586,PRD-61876,Sport Buds,A,LOT-984206,2024-10-14
DEV-9352335611,PRD-24371,QC Ultra,A,LOT-824523,2024-04-28
DEV-8727260028,PRD-99353,QC45,B,LOT-646214,12/02/2024
DEV-3854232953,PRD-99353,QC Ultra,C,LOT-639090,2025-07-04
DEV-6257553432,PRD-61876,Quiet Buds,D,LOT-774929,2024-04-20
DEV-1360838951,PRD-24371,QC45,C,LOT-494473,2024-09-12
DEV-4555731999,PRD-62923,Quiet Buds,C,,2025-08-07
DEV-3620998901,PRD-79822,QC Ultra,A,LOT-213165,
DEV-3242668334,PRD-66155,Studio Pro,A,LOT-874825,2024-12-04
DEV-3818252597,PRD-10425,Studio Pro,C,LOT-787158,2025-03-29
DEV-7932579408,PRD-71348,Studio Pro,D,LOT-413543,2025-08-22
DEV-6706612196,PRD-66155,QC Ultra,C,LOT-803452,2025-11-07
DEV-6008592160,PRD-41385,QC45,B,,2025-12-11
DEV-6539042252,PRD-49117,QC45,A,LOT-237779,2025-07-29
DEV-9535111303,PRD-66155,Studio Pro,D,LOT-436000,
DEV-1165244575,PRD-10425,Studio Pro,B,,2025-01-06
DEV-6486631241,PRD-71348,QC Ultra,B,LOT-507262,2024-12-02
DEV-4522887237,PRD-66155,QC Ultra,B,LOT-229418,2024-08-26
DEV-2967560728,PRD-59672,Air Mini,D,LOT-147449,2024-05-20
DEV-2730007662,PRD-68082,Air Mini,B,LOT-670114,2024-01-08
